sale_id,customer_id,product_id,store_id,sale_date,quantity,unit_price,amount
101906,1416,5113,1018,09-02-2024,4,2418.19,9672.76
101907,887,5102,1030,05-07-2025,2,7017.24,14034.48
101908,175,5021,1014,18-02-2022,2,5981.74,11963.48
101909,427,5089,1001,02-04-2024,1,10132.0,10132.0
101910,935,5003,1018,03-01-2024,1,4259.3,4259.3
101911,2042,5057,1009,16-12-2022,3,8823.41,26470.23
101912,876,5089,1029,15-05-2024,4,6421.68,25686.72
101913,1645,5105,1013,25-06-2023,8,6157.58,49260.64
101914,1510,5056,1009,02-08-2025,4,8567.31,34269.24
101915,1729,5021,1035,30-01-2023,6,7347.38,44084.28
101916,1993,5012,1036,01-05-2021,3,4137.11,12411.33
101917,890,5100,1040,02-01-2022,1,6729.64,6729.64
101918,1122,5035,1005,07-01-2026,1,5656.69,5656.69
101919,2064,5049,1025,10-02-2024,4,7946.18,31784.72
101920,1501,5040,1027,27-04-2024,8,7799.21,62393.68
101921,555,5069,1032,05-04-2025,5,7580.84,37904.2
101922,1582,5028,1006,07-06-2024,10,6328.3,63283.0
101923,76,5080,1007,21-06-2021,6,1397.59,8385.54
101924,2586,5026,1016,29-12-2021,2,1498.87,2997.74
101925,379,5067,1031,28-02-2023,4,8440.57,33762.28
101926,413,5041,1019,17-12-2023,10,1213.46,12134.6
101927,2368,5037,1021,29-07-2023,1,5055.71,5055.71
101928,2811,5082,1023,15-09-2024,10,7992.88,79928.8
101929,2789,5084,1033,06-10-2024,4,7637.92,30551.68
101930,483,5054,1002,05-12-2024,2,7632.11,15264.22
101931,654,5011,1015,21-10-2021,2,3604.02,7208.04
101932,1620,5074,1033,19-08-2024,1,5376.13,5376.13
101933,1056,5107,1029,04-08-2021,2,6716.53,13433.06
101934,2800,5066,1033,28-06-2023,3,5333.45,16000.35
101935,1854,5107,1005,24-06-2023,2,9499.8,18999.6
101936,488,5029,1023,20-06-2023,4,1306.47,5225.88
101937,2281,5078,1003,22-01-2026,10,9657.02,96570.2
101938,1740,5015,1040,02-04-2021,3,1799.72,5399.16
101939,1065,5042,1028,31-08-2023,3,7611.1,22833.3
101940,863,5028,1040,04-01-2025,3,5299.32,15897.96
101941,1709,5098,1010,12-01-2022,2,6237.01,12474.02
101942,1315,5098,1029,12-10-2024,1,7623.84,7623.84
101943,1713,5062,1024,01-10-2021,5,1988.58,9942.9
101944,760,5036,1022,19-07-2025,2,4820.97,9641.94
101945,2323,5005,1013,05-09-2025,2,1704.18,3408.36
101946,1725,5058,1035,13-02-2023,1,3475.62,3475.62
101947,1508,5019,1017,13-05-2021,1,5384.01,5384.01
101948,736,5110,1033,11-07-2025,5,1070.26,5351.3
101949,1708,5023,1018,30-04-2021,2,7244.73,14489.46
101950,2498,5118,1011,24-11-2023,6,2753.36,16520.16
101951,2252,5063,1019,11-05-2021,6,2463.16,14778.96
101952,879,5078,1008,31-05-2022,3,6138.28,18414.84
101953,119,5042,1035,29-04-2025,4,4922.35,19689.4
101954,759,5008,1037,17-01-2022,1,7654.43,7654.43
101955,122,5123,1020,17-01-2025,1,2667.24,2667.24
101956,2212,5061,1011,05-04-2023,4,5153.9,20615.6
101957,2678,5069,1003,01-10-2024,2,5601.42,11202.84
101958,767,5100,1033,13-06-2023,3,6140.15,18420.45
101959,2427,5078,1012,11-02-2023,1,8829.79,8829.79
101960,2709,5025,1040,21-09-2022,3,7901.78,23705.34
101961,2253,5039,1010,14-04-2023,2,6261.65,12523.3
101962,2269,5026,1026,20-03-2022,2,3247.68,6495.36
101963,1168,5020,1042,06-06-2024,1,3676.95,3676.95
101964,352,5063,1020,14-03-2026,1,8345.87,8345.87
101965,1435,5102,1006,13-05-2021,3,8373.85,25121.55
101966,431,5044,1018,07-12-2021,6,8333.34,50000.04
101967,2372,5081,1034,11-12-2024,1,2821.25,2821.25
101968,656,5042,1015,19-05-2021,3,4064.42,12193.26
101969,444,5106,1022,14-10-2025,2,8704.63,17409.26
101970,840,5011,1040,23-04-2022,2,4371.58,8743.16
101971,570,5026,1022,13-01-2024,1,9207.15,9207.15
101972,1023,5006,1010,30-05-2025,2,3101.92,6203.84
101973,1210,5057,1013,14-07-2022,1,2639.38,2639.38
101974,41,5091,1006,22-02-2023,4,3745.03,14980.12
101975,731,5060,1002,01-02-2023,1,7364.7,7364.7
101976,2834,5097,1036,07-01-2022,3,1300.43,3901.29
101977,1677,5014,1008,19-10-2022,5,1381.11,6905.55
101978,1797,5016,1027,24-02-2026,5,7537.13,37685.65
101979,563,5031,1018,20-07-2022,6,2153.33,12919.98
101980,2680,5021,1003,11-06-2023,8,9716.28,77730.24
101981,112,5086,1011,02-11-2023,3,2201.5,6604.5
101982,2720,5015,1016,02-12-2022,3,6786.46,20359.38
101983,1495,5117,1002,29-11-2022,2,1623.0,3246.0
101984,172,5016,1017,24-12-2022,10,4395.59,43955.9
101985,2524,5016,1010,10-02-2022,5,5786.9,28934.5
101986,985,5086,1031,03-08-2024,2,7711.08,15422.16
101987,1372,5104,1024,19-07-2025,2,4931.64,9863.28
101988,603,5071,1039,18-01-2025,4,3576.23,14304.92
101989,325,5007,1016,25-02-2023,4,4332.67,17330.68
101990,165,5061,1001,17-12-2021,2,1278.54,2557.08
101991,2774,5069,1042,07-08-2023,5,1987.12,9935.6
101992,1612,5115,1028,01-12-2021,10,5719.43,57194.3
101993,249,5067,1037,06-11-2025,2,3354.89,6709.78
101994,463,5011,1003,15-05-2021,2,994.29,1988.58
101995,2161,5079,1017,13-06-2023,6,2091.45,12548.7
101996,437,5105,1003,05-02-2022,2,7526.38,15052.76
101997,2710,5082,1032,02-04-2023,1,2293.81,2293.81
101998,2293,5029,1023,13-06-2021,1,4283.41,4283.41
101999,1388,5122,1015,28-01-2024,3,6098.94,18296.82
102000,136,5102,1036,20-12-2023,2,7160.3,14320.6
102001,1455,5120,1036,29-05-2025,5,1884.8,9424.0
102002,2798,5057,1028,21-03-2024,4,3927.83,15711.32
102003,1965,5108,1036,17-05-2021,6,2833.37,17000.22
102004,2111,5099,1037,05-12-2022,5,5872.44,29362.2
102005,2146,5076,1042,24-06-2022,4,1088.43,4353.72
102006,254,5064,1039,08-09-2023,4,3163.62,12654.48
102007,423,5052,1019,11-05-2021,3,3869.5,11608.5
102008,1226,5031,1027,13-08-2022,2,4164.76,8329.52
102009,2258,5021,1037,04-01-2025,3,5032.9,15098.7
102010,1316,5060,1002,23-11-2024,1,4283.82,4283.82
102011,2073,5013,1016,14-08-2021,6,1086.69,6520.14
102012,683,5044,1025,31-08-2023,8,8725.02,69800.16
102013,2090,5007,1016,07-11-2021,4,7065.64,28262.56
102014,175,5089,1001,17-05-2025,2,8542.61,17085.22
102015,228,5043,1032,25-12-2022,2,7279.49,14558.98
102016,2769,5047,1002,21-04-2023,2,8058.39,16116.78
102017,98,5102,1031,02-05-2021,2,4318.34,8636.68
102018,1969,5015,1001,27-02-2024,1,5361.13,5361.13
102019,2128,5069,1039,10-11-2024,2,2074.88,4149.76
102020,552,5056,1028,30-05-2023,4,7514.61,30058.44
102021,1682,5047,1040,30-08-2023,6,7500.04,45000.24
102022,92,5009,1009,12-12-2021,3,7193.18,21579.54
102023,2554,5028,1028,07-02-2025,1,4986.7,4986.7
102024,1258,5109,1018,12-02-2023,3,8235.81,24707.43
102025,1979,5007,1034,28-09-2024,3,9109.94,27329.82
102026,2150,5014,1038,26-08-2022,3,8524.31,25572.93
102027,2667,5024,1015,04-02-2023,3,5205.44,15616.32
102028,233,5062,1008,07-12-2025,2,8696.27,17392.54
102029,1398,5072,1008,15-10-2025,3,3250.99,9752.97
102030,1272,5055,1030,11-12-2022,2,7001.51,14003.02
102031,2229,5105,1027,15-03-2024,3,3102.36,9307.08
102032,870,5117,1018,15-01-2022,1,4720.61,4720.61
102033,1927,5046,1024,02-08-2022,2,2791.25,5582.5
102034,541,5047,1013,09-11-2021,2,8148.91,16297.82
102035,1982,5059,1030,27-07-2023,1,4012.73,4012.73
102036,1405,5052,1021,18-06-2021,1,5109.54,5109.54
102037,1475,5103,1012,18-04-2022,3,3961.05,11883.15
102038,308,5063,1035,13-12-2022,8,8312.95,66503.6
102039,1126,5005,1028,01-07-2024,2,8178.8,16357.6
102040,2494,5123,1012,11-07-2025,1,5119.03,5119.03
102041,2706,5072,1005,16-04-2022,3,6471.98,19415.94
102042,826,5115,1031,29-05-2025,3,4410.18,13230.54
102043,2510,5026,1029,10-09-2025,1,4876.54,4876.54
102044,347,5036,1006,25-01-2026,1,3203.04,3203.04
102045,2211,5094,1036,23-12-2024,4,4330.13,17320.52
102046,2761,5125,1032,23-04-2023,6,7746.46,46478.76
102047,2683,5107,1011,29-07-2023,3,5364.95,16094.85
102048,28,5062,1032,22-03-2026,2,2654.69,5309.38
102049,540,5109,1014,23-05-2025,6,6624.05,39744.3
102050,128,5070,1027,19-06-2024,2,7109.04,14218.08
102051,1419,5076,1009,14-03-2024,8,3913.68,31309.44
102052,2592,5075,1024,15-09-2024,5,5824.41,29122.05
102053,2159,5023,1029,09-11-2023,3,7734.73,23204.19
102054,2260,5026,1020,10-09-2022,1,6966.62,6966.62
102055,929,5011,1021,09-05-2024,1,4384.14,4384.14
102056,1874,5019,1022,07-08-2024,1,3109.05,3109.05
102057,2686,5033,1027,01-11-2023,6,7150.72,42904.32
102058,463,5022,1032,02-12-2021,2,4943.04,9886.08
102059,1300,5026,1001,17-02-2024,5,5795.74,28978.7
102060,1992,5101,1039,21-09-2025,5,10243.33,51216.65
102061,1287,5006,1037,18-01-2023,3,7774.15,23322.45
102062,2764,5021,1019,30-11-2021,1,6709.67,6709.67
102063,1652,5065,1001,11-01-2025,6,7363.97,44183.82
102064,1058,5111,1013,17-03-2026,2,7783.55,15567.1
102065,2485,5004,1030,01-11-2021,3,5031.04,15093.12
102066,122,5008,1016,25-01-2025,1,8218.44,8218.44
102067,2028,5042,1018,23-12-2021,6,5492.16,32952.96
102068,28,5017,1022,07-09-2022,1,4686.28,4686.28
102069,219,5017,1039,15-01-2024,2,9040.51,18081.02
102070,2465,5054,1026,31-07-2023,8,8898.01,71184.08
102071,1566,5062,1023,20-04-2023,3,7429.17,22287.51
102072,2642,5125,1018,25-10-2024,3,7970.39,23911.17
102073,1500,5095,1026,28-11-2024,3,2597.5,7792.5
102074,1572,5078,1001,13-10-2025,6,1064.2,6385.2
102075,73,5020,1033,25-04-2025,1,9620.69,9620.69
102076,2232,5106,1003,07-12-2024,1,3103.45,3103.45
102077,1708,5075,1012,26-03-2024,10,7456.77,74567.7
102078,1473,5047,1018,20-03-2024,3,6047.92,18143.76
102079,1895,5059,1002,12-06-2024,1,1651.0,1651.0
102080,552,5036,1004,24-11-2025,3,8873.88,26621.64
102081,31,5006,1011,14-08-2022,2,1425.97,2851.94
102082,841,5028,1035,12-08-2024,4,6710.8,26843.2
102083,1120,5050,1027,12-03-2022,2,4608.84,9217.68
102084,1829,5073,1023,04-08-2024,4,2889.45,11557.8
102085,534,5007,1030,23-02-2023,3,8437.26,25311.78
102086,166,5092,1018,30-03-2023,5,8234.38,41171.9
102087,2091,5100,1036,22-11-2023,3,995.26,2985.78
102088,513,5120,1039,31-07-2023,1,3502.95,3502.95
102089,672,5004,1008,14-06-2021,2,4728.84,9457.68
102090,799,5083,1008,23-05-2021,3,8169.3,24507.9
102091,19,5014,1005,29-04-2022,10,4483.09,44830.9
102092,2721,5069,1026,28-12-2021,8,1803.45,14427.6
102093,770,5028,1039,07-06-2024,10,9949.68,99496.8
102094,599,5121,1014,11-04-2024,3,4004.88,12014.64
102095,2685,5088,1004,06-07-2022,3,4124.74,12374.22
102096,2187,5016,1005,30-12-2023,2,5242.74,10485.48
102097,2409,5121,1033,22-03-2023,10,6072.14,60721.4
102098,2425,5067,1042,05-03-2026,4,9995.84,39983.36
102099,1436,5010,1024,17-06-2023,6,4127.59,24765.54
102100,163,5033,1009,10-03-2024,3,1849.71,5549.13
102101,1345,5025,1002,02-03-2024,2,1465.42,2930.84
102102,2435,5079,1006,24-04-2022,3,8475.03,25425.09
102103,2684,5003,1007,24-11-2024,2,9747.78,19495.56
102104,1240,5055,1035,12-06-2024,4,2400.59,9602.36
102105,2781,5020,1021,14-10-2021,1,2031.47,2031.47
102106,1257,5014,1015,28-09-2023,2,3753.67,7507.34
102107,1341,5006,1020,23-09-2025,10,2011.98,20119.8
102108,1158,5010,1040,22-10-2021,1,4626.52,4626.52
102109,1823,5033,1013,29-08-2021,3,6102.76,18308.28
102110,503,5026,1010,14-12-2024,5,4868.24,24341.2
102111,1093,5006,1040,20-06-2022,1,6078.66,6078.66
102112,830,5093,1029,02-12-2022,2,7008.36,14016.72
102113,237,5089,1029,03-02-2025,6,9008.11,54048.66
102114,406,5110,1034,21-09-2025,1,1262.1,1262.1
102115,1754,5011,1022,20-07-2021,1,6565.02,6565.02
102116,36,5082,1002,09-08-2023,2,8675.35,17350.7
102117,2825,5078,1021,02-12-2024,2,1890.73,3781.46
102118,2060,5009,1038,08-07-2024,2,5466.51,10933.02
102119,2011,5038,1011,29-04-2021,3,3378.85,10136.55
102120,2656,5001,1013,05-08-2023,2,2233.69,4467.38
102121,1309,5123,1032,11-07-2021,2,2677.23,5354.46
102122,2591,5067,1022,14-04-2023,1,4191.03,4191.03
102123,1415,5126,1001,11-02-2024,5,1198.43,5992.15
102124,1557,5048,1023,20-08-2025,1,5945.36,5945.36
102125,2445,5058,1004,27-08-2025,2,5298.8,10597.6
102126,1546,5013,1025,22-07-2023,2,1775.75,3551.5
102127,37,5033,1005,18-12-2023,5,4820.47,24102.35
102128,2705,5107,1036,11-01-2026,3,5115.57,15346.71
102129,611,5030,1032,16-05-2025,2,6752.84,13505.68
102130,2022,5017,1011,06-03-2023,3,2395.78,7187.34
102131,792,5069,1029,20-08-2022,3,3692.58,11077.74
102132,929,5075,1030,01-10-2021,1,8343.96,8343.96
102133,2767,5061,1022,19-04-2025,2,9439.61,18879.22
102134,1115,5059,1003,29-11-2023,1,3961.38,3961.38
102135,1204,5102,1003,01-05-2024,3,7601.77,22805.31
102136,1644,5083,1022,09-09-2024,10,3914.54,39145.4
102137,155,5009,1028,15-07-2022,8,1128.83,9030.64
102138,1463,5031,1037,03-03-2026,4,5222.72,20890.88
102139,616,5011,1006,28-03-2026,4,2585.04,10340.16
102140,516,5098,1032,03-06-2023,8,1923.5,15388.0
102141,1753,5118,1020,07-11-2022,1,8380.98,8380.98
102142,866,5024,1009,15-02-2024,6,1493.39,8960.34
102143,1091,5062,1004,04-01-2026,4,4252.7,17010.8
102144,53,5074,1014,01-02-2026,4,5017.62,20070.48
102145,816,5090,1016,28-09-2024,8,1515.51,12124.08
102146,2550,5063,1006,29-01-2025,2,6680.56,13361.12
102147,2631,5047,1005,25-07-2023,1,5801.69,5801.69
102148,1835,5093,1033,05-11-2024,1,8064.64,8064.64
102149,1088,5035,1032,24-03-2024,2,7771.88,15543.76
102150,204,5106,1039,06-01-2024,1,4031.46,4031.46
102151,1599,5061,1022,09-04-2021,1,1670.7,1670.7
102152,2106,5016,1033,22-06-2021,1,7391.19,7391.19
102153,176,5098,1025,18-02-2026,4,7094.89,28379.56
102154,1094,5032,1001,20-07-2024,10,10290.07,102900.7
102155,1596,5069,1016,18-04-2022,1,2803.85,2803.85
102156,1563,5060,1001,08-11-2021,1,2521.28,2521.28
102157,2203,5099,1038,11-01-2026,6,8905.42,53432.52
102158,1812,5077,1002,12-09-2024,1,10229.67,10229.67
102159,738,5052,1026,06-07-2023,2,4190.5,8381.0
102160,1728,5064,1034,01-02-2026,2,8215.92,16431.84
102161,1098,5070,1026,12-09-2023,2,6463.42,12926.84
102162,1023,5076,1032,22-11-2025,3,5869.15,17607.45
102163,2799,5033,1038,25-03-2024,6,1239.63,7437.78
102164,1016,5030,1015,11-08-2023,2,8568.32,17136.64
102165,1202,5063,1010,22-12-2021,1,5619.32,5619.32
102166,679,5035,1026,08-10-2022,1,6491.92,6491.92
102167,1893,5012,1012,09-12-2023,4,4551.46,18205.84
102168,384,5099,1015,17-08-2024,3,6393.49,19180.47
102169,514,5082,1039,07-03-2026,2,3941.53,7883.06
102170,2080,5009,1020,20-03-2026,4,9023.86,36095.44
102171,1467,5073,1020,11-03-2023,1,3985.5,3985.5
102172,2394,5099,1014,08-03-2025,1,1336.65,1336.65
102173,1047,5023,1043,21-03-2022,5,7190.94,35954.7
102174,2569,5046,1037,16-02-2023,8,7109.27,56874.16
102175,433,5065,1036,03-11-2022,2,4177.66,8355.32
102176,298,5080,1028,03-08-2023,1,8875.66,8875.66
102177,2810,5038,1030,21-01-2025,2,1486.42,2972.84
102178,2170,5049,1009,11-08-2024,8,5545.85,44366.8
102179,1796,5092,1017,04-05-2024,3,2651.73,7955.19
102180,1432,5125,1030,11-04-2025,2,4539.74,9079.48
102181,2562,5042,1013,23-06-2022,3,8716.74,26150.22
102182,974,5011,1028,21-10-2025,2,4665.12,9330.24
102183,1577,5041,1016,14-08-2025,2,7727.44,15454.88
102184,964,5045,1042,28-12-2024,2,2402.63,4805.26
102185,2042,5029,1019,06-11-2021,4,7659.84,30639.36
102186,1913,5108,1033,22-03-2022,6,5601.1,33606.6
102187,1059,5069,1025,06-05-2024,5,10245.8,51229.0
102188,1850,5024,1013,11-03-2023,6,1186.71,7120.26
102189,2321,5025,1035,21-04-2025,3,3658.35,10975.05
102190,1986,5105,1033,11-10-2021,1,2516.19,2516.19
102191,2624,5101,1001,09-03-2023,1,6368.67,6368.67
102192,2544,5050,1012,19-04-2021,4,3098.47,12393.88
102193,728,5072,1001,19-01-2026,5,9186.87,45934.35
102194,1255,5049,1040,11-06-2022,3,8831.48,26494.44
102195,2546,5119,1022,17-12-2022,2,4663.87,9327.74
102196,769,5010,1033,24-10-2025,8,3364.72,26917.76
102197,557,5082,1036,06-03-2025,4,5124.15,20496.6
102198,454,5009,1008,02-12-2025,2,5529.31,11058.62
102199,575,5023,1006,20-08-2025,3,9246.08,27738.24
102200,2513,5037,1043,21-08-2022,4,6673.64,26694.56
102201,2649,5064,1039,03-05-2021,3,2746.45,8239.35
102202,1380,5058,1031,19-01-2026,1,1452.26,1452.26
102203,328,5032,1038,13-09-2022,10,5886.89,58868.9
102204,1307,5082,1023,12-12-2025,6,10100.99,60605.94
102205,1098,5072,1037,07-06-2024,1,10322.1,10322.1
102206,431,5066,1038,22-02-2026,2,4586.73,9173.46
102207,1108,5001,1006,20-12-2022,2,7408.26,14816.52
102208,1202,5097,1002,27-02-2026,1,4394.11,4394.11
102209,428,5058,1041,31-12-2023,2,1713.73,3427.46
102210,1279,5034,1043,10-12-2021,1,2546.5,2546.5
102211,1625,5067,1029,14-06-2024,1,8238.27,8238.27
102212,249,5001,1027,10-07-2025,2,4036.33,8072.66
102213,1791,5008,1005,17-11-2025,2,6400.49,12800.98
102214,14,5016,1009,04-06-2025,10,7755.27,77552.7
102215,2542,5076,1019,22-04-2021,1,6159.85,6159.85
102216,1236,5004,1024,12-06-2022,4,3760.18,15040.72
102217,1306,5012,1022,10-10-2021,5,1531.19,7655.95
102218,2164,5034,1025,25-10-2022,2,8597.11,17194.22
102219,1476,5078,1010,02-12-2022,2,6567.41,13134.82
102220,1933,5020,1029,30-04-2023,2,8893.76,17787.52
102221,1270,5081,1013,08-06-2025,5,9781.81,48909.05
102222,946,5105,1018,23-03-2026,8,3407.97,27263.76
102223,305,5078,1042,24-01-2025,5,8500.95,42504.75
102224,2258,5119,1031,17-09-2025,10,7055.28,70552.8
102225,1656,5083,1017,20-12-2022,3,2674.3,8022.9
102226,682,5118,1005,12-02-2025,6,4475.63,26853.78
102227,1459,5035,1038,01-06-2024,6,6197.97,37187.82
102228,2673,5041,1040,02-03-2025,2,4978.49,9956.98
102229,1265,5053,1005,04-09-2023,3,4736.27,14208.81
102230,269,5048,1042,27-07-2025,8,5139.57,41116.56
102231,2346,5021,1013,28-04-2024,4,10017.46,40069.84
102232,459,5105,1040,14-07-2025,8,5819.93,46559.44
102233,431,5023,1014,11-06-2022,1,3463.89,3463.89
102234,1494,5108,1020,11-11-2025,1,2917.58,2917.58
102235,978,5012,1018,04-02-2025,8,5358.23,42865.84
102236,181,5010,1015,28-10-2023,10,6286.41,62864.1
102237,2470,5084,1027,23-01-2022,2,8312.35,16624.7
102238,300,5080,1002,16-06-2023,5,1388.16,6940.8
102239,2817,5016,1030,04-02-2023,2,7691.41,15382.82
102240,2243,5080,1021,13-09-2025,4,7677.25,30709.0
102241,481,5068,1037,20-11-2024,3,7194.64,21583.92
102242,392,5067,1033,28-02-2025,1,6553.96,6553.96
102243,1931,5054,1021,17-01-2022,3,6923.04,20769.12
102244,1455,5126,1024,28-08-2023,5,3508.27,17541.35
102245,2145,5090,1007,13-10-2023,3,9669.53,29008.59
102246,2429,5035,1010,30-06-2023,2,8147.36,16294.72
102247,69,5017,1024,22-05-2025,1,8648.33,8648.33
102248,427,5020,1039,11-12-2025,2,10141.68,20283.36
102249,1925,5075,1006,09-01-2025,6,2994.6,17967.6
102250,1066,5072,1042,08-03-2022,3,4947.63,14842.89
102251,1757,5096,1031,12-10-2022,1,2578.81,2578.81
102252,391,5026,1009,05-07-2025,8,8803.91,70431.28
102253,2559,5008,1030,22-11-2022,3,7637.04,22911.12
102254,1503,5007,1031,18-09-2023,4,7484.81,29939.24
102255,1474,5032,1017,06-09-2024,1,8613.61,8613.61
102256,2092,5047,1005,31-10-2021,1,8309.05,8309.05
102257,1919,5074,1036,21-02-2023,1,1392.2,1392.2
102258,147,5048,1024,01-12-2025,4,9653.59,38614.36
102259,1507,5093,1022,03-08-2025,4,4350.76,17403.04
102260,2369,5002,1033,17-02-2023,3,4809.43,14428.29
102261,539,5025,1015,10-02-2024,1,7892.66,7892.66
102262,843,5073,1014,30-05-2025,10,7574.32,75743.2
102263,994,5055,1030,06-06-2025,2,10412.34,20824.68
102264,145,5009,1036,24-02-2025,3,6777.66,20332.98
102265,2808,5124,1018,06-09-2025,2,2293.34,4586.68
102266,446,5028,1015,08-11-2023,2,3792.77,7585.54
102267,2,5083,1041,21-03-2026,1,1517.74,1517.74
102268,1359,5084,1027,01-08-2022,6,4860.4,29162.4
102269,1074,5015,1038,31-12-2022,2,1023.75,2047.5
102270,1364,5009,1026,08-09-2021,10,8107.93,81079.3
102271,329,5049,1026,10-06-2025,2,2669.37,5338.74
102272,1553,5024,1035,15-11-2022,2,4870.52,9741.04
102273,1342,5020,1027,27-05-2024,1,7318.96,7318.96
102274,179,5093,1033,27-03-2026,2,2606.81,5213.62
102275,1147,5052,1028,29-10-2023,2,2280.33,4560.66
102276,145,5112,1004,24-03-2024,1,3354.67,3354.67
102277,2746,5008,1027,31-08-2025,1,9040.34,9040.34
102278,1368,5076,1002,23-11-2025,3,8494.63,25483.89
102279,2555,5008,1009,28-01-2025,2,7961.67,15923.34
102280,2218,5056,1018,11-05-2025,1,10140.8,10140.8
102281,2748,5061,1039,02-05-2024,6,2049.3,12295.8
102282,2171,5078,1034,28-11-2024,1,1477.88,1477.88
102283,1038,5101,1006,08-02-2023,6,1316.49,7898.94
102284,694,5051,1027,06-10-2024,8,9413.88,75311.04
102285,2600,5098,1031,08-10-2022,4,945.64,3782.56
102286,1900,5004,1013,03-06-2024,2,3221.72,6443.44
102287,2683,5026,1015,29-09-2023,10,4052.24,40522.4
102288,1882,5088,1023,18-02-2022,5,4013.17,20065.85
102289,1270,5074,1025,08-08-2025,2,9345.61,18691.22
102290,290,5032,1008,17-02-2022,4,2344.71,9378.84
102291,977,5081,1009,29-07-2023,2,2491.1,4982.2
102292,1191,5105,1012,28-03-2026,1,3678.79,3678.79
102293,2794,5053,1011,21-08-2022,1,1772.99,1772.99
102294,319,5016,1039,08-10-2024,6,9738.09,58428.54
102295,36,5087,1032,07-11-2025,1,7399.41,7399.41
102296,991,5027,1006,11-12-2024,3,1306.44,3919.32
102297,684,5098,1038,13-09-2023,2,9663.27,19326.54
102298,2441,5001,1038,28-02-2022,5,5851.04,29255.2
102299,1829,5069,1017,06-08-2024,2,6843.57,13687.14
102300,514,5029,1022,27-12-2024,3,6568.34,19705.02
102301,23,5037,1006,19-09-2024,10,2512.38,25123.8
102302,1557,5011,1036,14-05-2021,3,4776.3,14328.9
102303,1810,5037,1041,04-01-2026,2,8617.04,17234.08
102304,2332,5103,1010,25-03-2026,2,3243.63,6487.26
102305,53,5108,1042,17-11-2022,3,2847.27,8541.81
102306,1604,5108,1041,05-01-2025,2,2259.14,4518.28
102307,1145,5023,1023,16-01-2024,3,5083.75,15251.25
102308,1778,5056,1003,26-07-2024,2,4696.48,9392.96
102309,293,5032,1027,18-11-2021,1,3648.45,3648.45
102310,2772,5064,1026,06-06-2021,1,7637.35,7637.35
102311,562,5064,1015,17-07-2022,6,8688.83,52132.98
102312,120,5086,1041,26-01-2025,3,4420.22,13260.66
102313,2603,5012,1022,29-12-2022,3,5460.65,16381.95
102314,1316,5043,1021,18-06-2024,1,3840.46,3840.46
102315,1461,5080,1026,09-04-2025,10,8851.21,88512.1
102316,2491,5060,1029,21-04-2021,2,4893.63,9787.26
102317,919,5099,1007,01-11-2025,6,8119.84,48719.04
102318,1462,5009,1034,17-03-2022,1,3667.35,3667.35
102319,497,5065,1014,08-08-2024,2,9102.92,18205.84
102320,1005,5038,1011,13-08-2022,6,2597.71,15586.26
102321,2124,5082,1020,01-06-2024,2,9583.1,19166.2
102322,726,5025,1030,05-07-2025,4,4957.3,19829.2
102323,1238,5101,1033,11-04-2023,10,3754.9,37549.0
102324,2827,5055,1004,07-12-2021,8,5562.4,44499.2
102325,1059,5104,1038,30-01-2022,1,3899.78,3899.78
102326,561,5075,1013,04-11-2023,3,6420.65,19261.95
102327,577,5005,1035,02-06-2025,4,8261.68,33046.72
102328,2269,5081,1032,27-03-2024,2,4603.86,9207.72
102329,732,5113,1022,02-05-2023,2,4214.6,8429.2
102330,2447,5010,1024,10-03-2025,1,10220.7,10220.7
102331,2196,5031,1013,05-03-2026,2,1279.62,2559.24
102332,80,5102,1020,04-05-2024,2,10161.43,20322.86
102333,18,5106,1026,12-01-2026,3,7492.39,22477.17
102334,1257,5054,1006,13-01-2023,1,8715.86,8715.86
102335,1233,5028,1004,09-03-2025,1,3605.46,3605.46
102336,1657,5008,1042,16-09-2023,2,2576.66,5153.32
102337,2601,5009,1030,10-03-2022,2,3440.53,6881.06
102338,1005,5006,1015,23-07-2024,3,1441.19,4323.57
102339,2385,5056,1030,31-08-2022,2,4335.85,8671.7
102340,2021,5090,1034,18-02-2023,3,1854.24,5562.72
102341,1393,5117,1023,05-09-2025,6,4941.59,29649.54
102342,2038,5054,1014,03-06-2024,2,3475.64,6951.28
102343,2386,5075,1010,21-07-2024,3,10090.0,30270.0
102344,915,5098,1013,22-09-2024,4,7039.1,28156.4
102345,1119,5124,1040,09-12-2025,2,4911.98,9823.96
102346,1060,5101,1019,24-11-2024,10,8377.56,83775.6
102347,256,5061,1040,15-02-2025,4,4303.63,17214.52
102348,2050,5091,1032,14-05-2021,2,3662.33,7324.66
102349,1396,5117,1029,20-01-2024,1,5193.35,5193.35
102350,358,5018,1006,21-06-2024,2,3587.6,7175.2
102351,706,5097,1019,27-08-2022,10,1529.37,15293.7
102352,2004,5013,1037,04-06-2024,1,5481.92,5481.92
102353,2045,5050,1027,03-10-2021,1,5318.18,5318.18
102354,231,5098,1011,11-11-2022,1,3310.17,3310.17
102355,412,5125,1017,18-11-2023,4,7490.65,29962.6
102356,2200,5033,1035,04-08-2021,4,2947.15,11788.6
102357,1147,5099,1019,14-01-2025,2,2550.65,5101.3
102358,317,5113,1010,04-05-2024,1,1574.8,1574.8
102359,91,5113,1001,02-07-2024,10,4980.34,49803.4
102360,1103,5114,1013,26-05-2021,4,3776.07,15104.28
